age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,income_encoded
18,Without-pay,11th,4,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,71,Mexico,<=50K,0
74,Local-gov,1st-4th,14,Married-spouse-absent,Machine-op-inspct,Wife,Black,Male,4,United-States,<=50K,0
44,Self-emp-not-inc,Bachelors,15,Divorced,Sales,Not-in-family,Black,Male,96,Iran,<=50K,0
79,Never-worked,HS-grad,6,Never-married,Transport-moving,Wife,Black,Male,46,Puerto-Rico,<=50K,0
74,Private,Doctorate,7,Separated,Farming-fishing,Wife,Black,Female,22,Cuba,<=50K,0
69,Self-emp-not-inc,Bachelors,12,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Female,71,Italy,<=50K,0
30,State-gov,Doctorate,14,Separated,Handlers-cleaners,Wife,Other,Female,13,Cuba,<=50K,0
58,Without-pay,10th,11,Widowed,Other-service,Own-child,Black,Male,82,Vietnam,<=50K,0
20,Private,10th,5,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,42,Vietnam,<=50K,0
56,Self-emp-inc,9th,12,Married-spouse-absent,Other-service,Unmarried,White,Male,34,Italy,<=50K,0
23,State-gov,5th-6th,7,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,13,Canada,<=50K,0
25,State-gov,5th-6th,3,Married-civ-spouse,Protective-serv,Unmarried,Other,Female,98,China,<=50K,0
44,Never-worked,Bachelors,7,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Female,29,Jamaica,<=50K,0
26,Without-pay,1st-4th,12,Widowed,Protective-serv,Husband,Amer-Indian-Eskimo,Female,47,South,<=50K,0
79,Private,Doctorate,15,Married-spouse-absent,Priv-house-serv,Wife,Asian-Pac-Islander,Male,69,Iran,<=50K,0
54,?,Assoc-acdm,3,Divorced,Transport-moving,Not-in-family,Other,Female,95,Vietnam,<=50K,0
50,Private,Assoc-voc,14,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,11,Italy,<=50K,0
68,Federal-gov,5th-6th,6,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,63,Jamaica,<=50K,0
59,State-gov,12th,8,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Male,51,Japan,<=50K,0
61,Local-gov,Doctorate,13,Widowed,Sales,Other-relative,Amer-Indian-Eskimo,Male,60,England,<=50K,0
41,State-gov,1st-4th,15,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Female,47,China,<=50K,0
32,State-gov,Some-college,6,Separated,Machine-op-inspct,Wife,Black,Female,4,Canada,<=50K,0
76,Self-emp-inc,HS-grad,10,Married-AF-spouse,Handlers-cleaners,Unmarried,White,Male,7,Cuba,<=50K,0
71,?,Masters,11,Separated,Exec-managerial,Wife,White,Female,87,United-States,<=50K,0
49,Self-emp-not-inc,Doctorate,3,Widowed,Craft-repair,Wife,Black,Female,31,Germany,<=50K,0
49,Self-emp-not-inc,11th,12,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,81,Germany,<=50K,0
41,Self-emp-inc,10th,5,Married-AF-spouse,Tech-support,Wife,Asian-Pac-Islander,Male,74,Cuba,<=50K,0
58,State-gov,10th,9,Separated,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,86,Italy,<=50K,0
69,Self-emp-not-inc,7th-8th,8,Divorced,Adm-clerical,Wife,Other,Female,30,Puerto-Rico,<=50K,0
66,Without-pay,Doctorate,6,Divorced,Exec-managerial,Wife,White,Female,29,Jamaica,<=50K,0
79,?,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,81,Cuba,<=50K,0
66,Self-emp-not-inc,Some-college,2,Divorced,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,43,India,<=50K,0
75,Self-emp-inc,Masters,13,Married-spouse-absent,Handlers-cleaners,Unmarried,Other,Female,85,Canada,<=50K,0
69,Federal-gov,1st-4th,11,Married-AF-spouse,Exec-managerial,Not-in-family,Other,Female,22,England,<=50K,0
29,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,48,Canada,<=50K,0
79,?,7th-8th,10,Married-AF-spouse,Priv-house-serv,Husband,Asian-Pac-Islander,Female,48,Poland,<=50K,0
56,Never-worked,1st-4th,13,Widowed,Priv-house-serv,Not-in-family,Black,Male,57,Germany,<=50K,0
19,Never-worked,11th,10,Separated,Sales,Unmarried,Other,Male,22,Cambodia,<=50K,0
20,Without-pay,Doctorate,6,Married-spouse-absent,Tech-support,Wife,Other,Female,27,Vietnam,<=50K,0
66,Private,5th-6th,9,Married-civ-spouse,Prof-specialty,Husband,Black,Female,87,Italy,<=50K,0
54,Private,Masters,12,Separated,Armed-Forces,Own-child,Asian-Pac-Islander,Male,63,England,<=50K,0
66,Self-emp-not-inc,Assoc-acdm,4,Separated,Adm-clerical,Husband,Black,Female,4,United-States,<=50K,0
73,Local-gov,Doctorate,5,Separated,Sales,Not-in-family,Black,Female,90,Vietnam,<=50K,0
34,Federal-gov,11th,2,Separated,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,81,India,<=50K,0
76,Self-emp-inc,11th,3,Separated,Transport-moving,Not-in-family,Other,Female,3,South,<=50K,0
66,Federal-gov,HS-grad,1,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,81,Greece,<=50K,0
19,Never-worked,7th-8th,4,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,40,Mexico,<=50K,0
19,Self-emp-not-inc,Masters,12,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,83,Italy,<=50K,0
45,?,10th,2,Widowed,Other-service,Other-relative,Amer-Indian-Eskimo,Female,82,Iran,<=50K,0
71,Self-emp-inc,9th,12,Widowed,Adm-clerical,Own-child,Asian-Pac-Islander,Male,28,Japan,<=50K,0
40,Federal-gov,Bachelors,15,Married-spouse-absent,Tech-support,Husband,Black,Female,15,China,<=50K,0
54,?,10th,2,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,51,United-States,<=50K,0
49,Self-emp-inc,1st-4th,1,Never-married,Prof-specialty,Not-in-family,Other,Female,26,Japan,<=50K,0
50,Federal-gov,Masters,10,Divorced,Prof-specialty,Other-relative,Other,Male,35,Cuba,<=50K,0
18,Without-pay,Bachelors,12,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,80,Vietnam,<=50K,0
36,Never-worked,Assoc-voc,2,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Male,15,Germany,<=50K,0
79,State-gov,11th,4,Separated,Adm-clerical,Own-child,Black,Male,5,Mexico,<=50K,0
19,Self-emp-inc,Doctorate,6,Married-civ-spouse,Adm-clerical,Wife,Black,Female,46,Philippines,<=50K,0
70,Never-worked,Masters,13,Married-civ-spouse,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,24,India,<=50K,0
61,Local-gov,Assoc-voc,12,Separated,Craft-repair,Other-relative,Other,Male,2,England,<=50K,0
43,Self-emp-not-inc,7th-8th,7,Widowed,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,59,South,<=50K,0
49,?,11th,7,Married-spouse-absent,Priv-house-serv,Husband,Other,Male,36,United-States,<=50K,0
23,Self-emp-inc,11th,7,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,45,Germany,<=50K,0
49,Self-emp-not-inc,Some-college,15,Married-AF-spouse,Craft-repair,Husband,White,Female,95,Canada,<=50K,0
72,Self-emp-not-inc,12th,4,Widowed,Handlers-cleaners,Own-child,White,Male,94,Italy,<=50K,0
21,State-gov,Bachelors,12,Widowed,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,76,Jamaica,<=50K,0
72,Federal-gov,7th-8th,5,Divorced,Machine-op-inspct,Unmarried,Other,Male,37,Puerto-Rico,<=50K,0
28,Self-emp-inc,Assoc-acdm,14,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Female,57,Canada,<=50K,0
73,Never-worked,Assoc-acdm,11,Widowed,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,85,South,<=50K,0
76,Private,9th,12,Separated,Armed-Forces,Own-child,Other,Male,12,Puerto-Rico,<=50K,0
34,Self-emp-inc,Masters,3,Widowed,Sales,Other-relative,Asian-Pac-Islander,Male,35,South,<=50K,0
55,Self-emp-inc,Prof-school,1,Married-spouse-absent,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,22,Puerto-Rico,<=50K,0
41,Self-emp-inc,7th-8th,14,Married-AF-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Female,72,Cuba,<=50K,0
22,Self-emp-not-inc,5th-6th,8,Widowed,Farming-fishing,Not-in-family,White,Female,91,Greece,<=50K,0
69,?,Masters,10,Married-spouse-absent,Priv-house-serv,Husband,Asian-Pac-Islander,Female,27,Cambodia,<=50K,0
51,Self-emp-not-inc,Prof-school,11,Widowed,Craft-repair,Own-child,Asian-Pac-Islander,Male,7,Canada,<=50K,0
23,?,Some-college,7,Never-married,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,3,Mexico,<=50K,0
39,Private,Assoc-acdm,14,Separated,Other-service,Unmarried,Other,Male,4,Vietnam,<=50K,0
28,Self-emp-not-inc,5th-6th,9,Divorced,Tech-support,Not-in-family,Black,Male,88,Philippines,<=50K,0
65,?,7th-8th,14,Separated,Tech-support,Unmarried,Black,Female,8,Italy,<=50K,0
33,Self-emp-not-inc,11th,10,Never-married,Farming-fishing,Husband,Black,Male,45,Vietnam,<=50K,0
50,Local-gov,12th,4,Separated,Prof-specialty,Not-in-family,Other,Female,77,Jamaica,<=50K,0
26,Self-emp-not-inc,Preschool,12,Separated,Tech-support,Own-child,White,Male,73,China,<=50K,0
77,Private,HS-grad,15,Divorced,Exec-managerial,Husband,Black,Male,20,Iran,<=50K,0
76,Private,12th,12,Never-married,Armed-Forces,Unmarried,Black,Male,84,South,<=50K,0
23,?,Masters,5,Separated,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,5,India,<=50K,0
33,?,9th,5,Married-AF-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,46,United-States,<=50K,0
46,Private,Assoc-acdm,13,Widowed,Adm-clerical,Unmarried,White,Male,69,Jamaica,<=50K,0
20,Private,10th,7,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Male,35,Puerto-Rico,<=50K,0
37,State-gov,Assoc-voc,13,Married-civ-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,65,Mexico,<=50K,0
77,Self-emp-inc,Assoc-voc,9,Separated,Sales,Own-child,Amer-Indian-Eskimo,Female,15,Jamaica,<=50K,0
76,Without-pay,HS-grad,8,Divorced,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,17,Vietnam,<=50K,0
53,Self-emp-not-inc,5th-6th,7,Married-civ-spouse,Prof-specialty,Own-child,White,Male,76,Italy,<=50K,0
36,Federal-gov,1st-4th,14,Married-AF-spouse,Handlers-cleaners,Not-in-family,White,Female,46,South,<=50K,0
43,Self-emp-inc,Preschool,1,Widowed,Exec-managerial,Own-child,Other,Female,61,India,<=50K,0
20,Without-pay,Assoc-acdm,12,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,43,United-States,<=50K,0
36,State-gov,1st-4th,10,Married-AF-spouse,Farming-fishing,Husband,Other,Male,79,United-States,<=50K,0
37,Federal-gov,7th-8th,13,Never-married,Machine-op-inspct,Unmarried,Black,Male,78,United-States,<=50K,0
49,?,11th,6,Married-AF-spouse,Tech-support,Unmarried,White,Female,91,Vietnam,<=50K,0
24,Private,9th,10,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,22,India,<=50K,0
69,Local-gov,Assoc-voc,15,Divorced,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,9,Italy,<=50K,0
58,Never-worked,HS-grad,15,Never-married,Protective-serv,Not-in-family,Other,Male,47,Iran,<=50K,0
50,Private,12th,9,Married-civ-spouse,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,85,Greece,<=50K,0
57,Local-gov,10th,13,Married-spouse-absent,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,3,Philippines,<=50K,0
56,Without-pay,11th,7,Never-married,Craft-repair,Not-in-family,White,Female,52,Germany,<=50K,0
35,?,Doctorate,1,Divorced,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,31,India,<=50K,0
57,Federal-gov,Assoc-voc,9,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,13,Philippines,<=50K,0
18,Without-pay,12th,3,Divorced,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,2,China,<=50K,0
28,Private,7th-8th,14,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,78,England,<=50K,0
45,Private,1st-4th,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7,China,<=50K,0
74,Federal-gov,12th,4,Married-AF-spouse,Adm-clerical,Husband,Black,Male,29,Japan,<=50K,0
42,Never-worked,11th,15,Separated,Armed-Forces,Own-child,Other,Male,4,Germany,<=50K,0
67,Local-gov,5th-6th,9,Divorced,Machine-op-inspct,Own-child,Other,Female,4,England,<=50K,0
40,Without-pay,12th,13,Married-AF-spouse,Armed-Forces,Own-child,Black,Male,88,Cuba,<=50K,0
48,?,7th-8th,15,Widowed,Adm-clerical,Own-child,White,Male,21,Jamaica,<=50K,0
47,Private,10th,8,Married-civ-spouse,Handlers-cleaners,Unmarried,Other,Male,45,China,<=50K,0
59,Without-pay,9th,7,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,28,India,<=50K,0
52,Never-worked,1st-4th,4,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,8,South,<=50K,0
24,Without-pay,11th,9,Widowed,Adm-clerical,Unmarried,White,Male,42,Mexico,<=50K,0
77,Federal-gov,5th-6th,4,Married-civ-spouse,Craft-repair,Husband,White,Female,17,Mexico,<=50K,0
33,?,9th,1,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,9,Italy,<=50K,0
43,State-gov,1st-4th,6,Never-married,Craft-repair,Not-in-family,White,Female,61,Iran,<=50K,0
65,Federal-gov,HS-grad,4,Married-AF-spouse,Prof-specialty,Own-child,Black,Male,84,Puerto-Rico,<=50K,0
74,Without-pay,Assoc-acdm,10,Never-married,Other-service,Husband,White,Male,69,Puerto-Rico,<=50K,0
69,State-gov,1st-4th,3,Married-spouse-absent,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,41,Germany,<=50K,0
77,Private,12th,12,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Female,29,Jamaica,<=50K,0
66,State-gov,Some-college,5,Divorced,Sales,Husband,White,Female,76,United-States,<=50K,0
19,Never-worked,9th,3,Married-civ-spouse,Exec-managerial,Other-relative,Other,Female,54,South,<=50K,0
18,Self-emp-not-inc,10th,11,Married-spouse-absent,Priv-house-serv,Unmarried,Black,Male,32,England,<=50K,0
65,Never-worked,7th-8th,9,Divorced,Transport-moving,Not-in-family,Black,Male,95,Philippines,<=50K,0
79,Federal-gov,Assoc-voc,12,Married-civ-spouse,Sales,Husband,Black,Male,95,China,<=50K,0
29,Self-emp-not-inc,9th,6,Separated,Prof-specialty,Unmarried,Other,Male,65,Canada,<=50K,0
22,Federal-gov,Assoc-voc,15,Divorced,Other-service,Unmarried,Other,Female,43,Cambodia,<=50K,0
54,?,Preschool,3,Married-AF-spouse,Farming-fishing,Unmarried,Black,Male,69,Greece,<=50K,0
49,Self-emp-inc,Masters,5,Divorced,Prof-specialty,Other-relative,Black,Female,76,Poland,<=50K,0
76,Private,12th,8,Separated,Farming-fishing,Own-child,Black,Male,80,Vietnam,<=50K,0
72,Private,HS-grad,14,Separated,Armed-Forces,Husband,White,Male,16,Poland,<=50K,0
26,Without-pay,Bachelors,8,Divorced,Tech-support,Unmarried,Other,Female,21,South,<=50K,0
58,Local-gov,Preschool,6,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,33,Poland,<=50K,0
52,Federal-gov,11th,5,Married-civ-spouse,Protective-serv,Unmarried,White,Female,26,China,<=50K,0
36,Self-emp-inc,Assoc-voc,15,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,3,India,<=50K,0
65,Self-emp-inc,Masters,5,Divorced,Farming-fishing,Not-in-family,White,Female,23,United-States,<=50K,0
33,Never-worked,Masters,1,Never-married,Armed-Forces,Not-in-family,White,Female,89,Mexico,<=50K,0
20,Never-worked,Assoc-voc,2,Married-AF-spouse,Protective-serv,Own-child,Asian-Pac-Islander,Male,54,England,<=50K,0
37,Local-gov,Masters,15,Divorced,Machine-op-inspct,Own-child,Black,Female,84,Italy,<=50K,0
41,Without-pay,10th,12,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,Female,47,Puerto-Rico,<=50K,0
71,State-gov,11th,11,Never-married,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,36,Puerto-Rico,<=50K,0
73,Never-worked,Bachelors,4,Separated,Protective-serv,Husband,Other,Female,35,Canada,<=50K,0
50,Without-pay,Preschool,6,Married-AF-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,43,Italy,<=50K,0
41,?,12th,11,Married-AF-spouse,Armed-Forces,Own-child,White,Female,33,China,<=50K,0
69,Private,7th-8th,7,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Female,5,Vietnam,<=50K,0
28,Private,1st-4th,1,Married-civ-spouse,Farming-fishing,Not-in-family,Black,Male,4,Japan,<=50K,0
66,Without-pay,Assoc-acdm,8,Never-married,Priv-house-serv,Other-relative,Black,Female,58,China,<=50K,0
25,Local-gov,10th,12,Divorced,Sales,Other-relative,Amer-Indian-Eskimo,Female,52,China,<=50K,0
53,Self-emp-inc,10th,1,Never-married,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,72,Greece,<=50K,0
55,Local-gov,1st-4th,9,Separated,Priv-house-serv,Own-child,White,Male,75,Philippines,<=50K,0
57,Without-pay,Assoc-voc,15,Separated,Prof-specialty,Husband,Other,Male,50,Philippines,<=50K,0
37,Federal-gov,Bachelors,4,Widowed,Prof-specialty,Not-in-family,White,Female,27,Iran,<=50K,0
79,Self-emp-not-inc,Bachelors,12,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,10,United-States,<=50K,0
52,Private,HS-grad,15,Married-AF-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,62,Greece,<=50K,0
65,Without-pay,Assoc-voc,7,Married-AF-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,20,Japan,<=50K,0
79,Self-emp-inc,Doctorate,11,Separated,Transport-moving,Wife,Black,Female,32,Jamaica,<=50K,0
42,Self-emp-not-inc,Masters,14,Never-married,Farming-fishing,Not-in-family,White,Female,48,England,<=50K,0
52,?,5th-6th,6,Married-AF-spouse,Machine-op-inspct,Wife,Other,Male,91,England,<=50K,0
42,Never-worked,Preschool,15,Widowed,Priv-house-serv,Husband,Asian-Pac-Islander,Male,49,Cambodia,<=50K,0
46,Federal-gov,Masters,13,Widowed,Prof-specialty,Husband,Other,Male,82,Puerto-Rico,<=50K,0
35,Never-worked,9th,9,Divorced,Sales,Own-child,White,Male,26,Greece,<=50K,0
63,Self-emp-not-inc,12th,14,Divorced,Protective-serv,Not-in-family,White,Female,35,Italy,<=50K,0
35,Self-emp-not-inc,7th-8th,2,Never-married,Sales,Own-child,Black,Male,28,Jamaica,<=50K,0
19,Never-worked,Bachelors,15,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,65,Poland,<=50K,0
71,Self-emp-inc,HS-grad,15,Divorced,Adm-clerical,Husband,White,Female,98,China,<=50K,0
52,Self-emp-inc,HS-grad,11,Never-married,Armed-Forces,Husband,Black,Male,26,United-States,<=50K,0
33,State-gov,11th,7,Never-married,Priv-house-serv,Other-relative,White,Female,58,Germany,<=50K,0
78,?,Assoc-voc,11,Separated,Protective-serv,Wife,Black,Male,6,Philippines,<=50K,0
58,Self-emp-inc,Bachelors,5,Married-AF-spouse,Sales,Own-child,Other,Male,50,Canada,<=50K,0
53,?,7th-8th,13,Separated,Protective-serv,Own-child,Black,Male,49,England,<=50K,0
50,?,10th,7,Married-AF-spouse,Handlers-cleaners,Husband,Other,Male,58,Vietnam,<=50K,0
21,Self-emp-not-inc,9th,1,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,46,United-States,<=50K,0
50,?,Some-college,11,Married-civ-spouse,Prof-specialty,Own-child,White,Male,89,Puerto-Rico,<=50K,0
31,Federal-gov,Some-college,11,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,81,Mexico,<=50K,0
38,Never-worked,9th,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,90,Germany,<=50K,0
65,State-gov,Masters,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,21,Canada,<=50K,0
37,Without-pay,Doctorate,1,Separated,Adm-clerical,Husband,Black,Male,96,India,<=50K,0
73,Local-gov,5th-6th,14,Divorced,Farming-fishing,Other-relative,Black,Female,25,South,<=50K,0
25,State-gov,Bachelors,5,Widowed,Tech-support,Wife,Asian-Pac-Islander,Female,96,United-States,<=50K,0
24,Federal-gov,10th,14,Married-AF-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Male,63,Vietnam,<=50K,0
20,State-gov,Assoc-voc,8,Married-AF-spouse,Sales,Wife,White,Female,83,Philippines,<=50K,0
34,?,7th-8th,1,Married-civ-spouse,Protective-serv,Own-child,Black,Male,66,Puerto-Rico,<=50K,0
50,Self-emp-not-inc,1st-4th,7,Married-AF-spouse,Sales,Wife,Asian-Pac-Islander,Female,35,Italy,<=50K,0
65,Local-gov,5th-6th,2,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,80,Germany,<=50K,0
29,Self-emp-inc,11th,7,Married-civ-spouse,Armed-Forces,Unmarried,Black,Female,80,South,<=50K,0
76,Self-emp-not-inc,Assoc-voc,7,Widowed,Tech-support,Husband,Asian-Pac-Islander,Male,33,Italy,<=50K,0
68,?,Assoc-acdm,9,Married-AF-spouse,Craft-repair,Unmarried,White,Female,50,Vietnam,<=50K,0
39,?,5th-6th,6,Separated,Tech-support,Not-in-family,Other,Male,24,Japan,<=50K,0
72,Local-gov,Assoc-voc,4,Married-AF-spouse,Protective-serv,Other-relative,Black,Female,95,Iran,<=50K,0
39,Local-gov,Assoc-voc,7,Never-married,Tech-support,Own-child,Black,Female,23,Vietnam,<=50K,0
63,Private,12th,7,Separated,Priv-house-serv,Other-relative,Black,Female,81,Mexico,<=50K,0
47,Self-emp-not-inc,Bachelors,4,Separated,Armed-Forces,Own-child,Black,Male,97,Jamaica,<=50K,0
55,Self-emp-inc,Doctorate,2,Separated,Protective-serv,Not-in-family,Other,Male,37,Greece,<=50K,0
55,State-gov,Preschool,13,Married-spouse-absent,Tech-support,Husband,Other,Male,63,Italy,<=50K,0
62,?,11th,11,Married-spouse-absent,Other-service,Husband,White,Male,56,Japan,<=50K,0
68,?,Preschool,9,Married-AF-spouse,Transport-moving,Other-relative,Black,Female,63,Poland,<=50K,0
71,Private,12th,14,Married-civ-spouse,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,19,Puerto-Rico,<=50K,0
25,Self-emp-not-inc,Bachelors,8,Married-AF-spouse,Sales,Not-in-family,Amer-Indian-Eskimo,Female,21,Greece,<=50K,0
44,Self-emp-not-inc,Prof-school,5,Married-AF-spouse,Farming-fishing,Other-relative,Black,Female,39,Japan,<=50K,0
44,Never-worked,11th,14,Married-AF-spouse,Craft-repair,Husband,Other,Female,83,Greece,<=50K,0
51,Local-gov,Bachelors,5,Widowed,Armed-Forces,Wife,White,Male,72,Puerto-Rico,<=50K,0
38,Self-emp-inc,Some-college,1,Never-married,Tech-support,Other-relative,Black,Male,26,Japan,<=50K,0
47,Local-gov,12th,11,Separated,Exec-managerial,Own-child,White,Male,51,Poland,<=50K,0
50,Self-emp-inc,Prof-school,9,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,60,Germany,<=50K,0
45,Federal-gov,Masters,11,Widowed,Craft-repair,Own-child,Asian-Pac-Islander,Female,82,South,<=50K,0
